City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
455,Sao Filipe,14.8961,-24.4956,78.84,75,23,11.14,CV,few clouds
456,Benghazi,32.1167,20.0667,79.74,72,19,16.33,LY,few clouds
457,Ucluelet,48.9329,-125.5528,71.91,44,3,4.03,CA,clear sky
458,Renfrew,55.872,-4.3925,61.52,75,40,13.8,GB,scattered clouds
459,Kovdor,67.5662,30.4758,40.75,69,100,9.37,RU,overcast clouds
460,Moshenskoye,58.5102,34.5911,46.98,96,100,5.77,RU,overcast clouds
461,Port Keats,-14.25,129.55,80.82,83,69,4.79,AU,broken clouds
462,Honiara,-9.4333,159.95,74.98,86,100,1.83,SB,overcast clouds
463,Tongzi,28.7829,105.0877,67.26,92,100,2.28,CN,overcast clouds
464,Bull Savanna,17.8868,-77.5902,84.47,61,83,6.67,JM,broken clouds
465,Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,57,40,13.42,RU,scattered clouds
466,Namwala,-15.7504,26.4384,82.72,25,60,4.09,ZM,broken clouds
467,Kabare,-2.4683,28.8242,64.58,82,99,4.7,CD,light rain
468,Takoradi,4.8845,-1.7554,76.62,85,64,7.7,GH,broken clouds
469,Yeniseysk,58.4497,92.1703,43.23,87,100,7.07,RU,light rain
470,Latung,5.5,120.8833,83.44,65,100,1.74,PH,overcast clouds
471,Maragogi,-9.0122,-35.2225,80.08,64,21,9.62,BR,few clouds
472,Hamilton,39.1834,-84.5333,95.25,52,0,11.5,US,clear sky
473,Rocha,-34.4833,-54.3333,56.86,53,65,10.87,UY,broken clouds
474,Tarrega,41.647,1.1396,76.59,45,0,8.34,ES,clear sky
475,Dunedin,-45.8742,170.5036,43.81,89,23,3.38,NZ,few clouds
476,Jasper,37.2001,-94.3502,97.68,39,20,8.05,US,few clouds
477,Marawi,7.9986,124.2928,68.95,91,100,2.95,PH,overcast clouds
478,Schattdorf,46.8655,8.6547,58.53,89,19,0.34,CH,few clouds
479,Arawa,-6.2132,155.5367,74.03,90,100,1.63,PG,overcast clouds
480,Vitim,59.4511,112.5578,34.41,99,100,3.04,RU,light snow
481,North Shore,-36.8,174.75,53.47,85,28,3.0,NZ,scattered clouds
482,Itamaraca,-7.7478,-34.8256,82.45,61,30,9.6,BR,scattered clouds
483,Didsbury,53.417,-2.2315,63.55,67,76,3.0,GB,broken clouds
484,Mao,39.8885,4.2658,72.16,64,0,5.75,ES,clear sky
485,Gryazi,52.4966,39.9359,51.08,85,17,4.79,RU,few clouds
486,Baherden,38.4362,57.4316,81.93,19,4,3.87,TM,clear sky
487,Lyubymivka,46.8106,33.5686,54.9,59,32,7.52,UA,scattered clouds
488,Port Augusta,-32.5,137.7667,51.6,95,24,7.76,AU,few clouds
489,Bundaberg,-24.85,152.35,69.22,94,63,1.99,AU,broken clouds
490,Qui Nhon,13.7667,109.2333,79.07,84,100,5.53,VN,overcast clouds
491,Klaksvik,62.2266,-6.589,54.52,97,100,22.46,FO,light rain
492,Crateus,-5.1783,-40.6775,99.34,17,1,6.49,BR,clear sky
493,Visnes,59.3556,5.2242,57.25,82,75,9.22,NO,broken clouds
494,Terra Santa,-2.1042,-56.4869,103.12,21,82,5.1,BR,broken clouds
495,Coihaique,-45.5752,-72.0662,53.55,47,20,8.05,CL,few clouds
496,Plettenberg Bay,-34.0527,23.3716,60.15,71,88,4.29,ZA,overcast clouds
497,Venado Tuerto,-33.7456,-61.9688,61.77,31,100,9.57,AR,overcast clouds
498,Alpena,45.0617,-83.4327,79.12,71,40,14.0,US,scattered clouds
499,Maine-Soroa,13.2114,12.0241,91.11,34,97,5.06,NE,overcast clouds
500,Catuday,16.2923,119.8062,78.76,76,100,1.57,PH,light rain
501,Taoudenni,22.6783,-3.9836,103.3,21,32,9.35,ML,light rain
502,Nicoya,10.1483,-85.452,81.61,76,70,5.3,CR,broken clouds
503,Balakliya,49.4627,36.8595,51.6,65,7,4.0,UA,clear sky
504,Jacareacanga,-6.2222,-57.7528,104.99,16,79,4.07,BR,broken clouds
505,Sydney Mines,46.2367,-60.2177,63.25,96,75,14.97,CA,mist
506,Bitung,1.4451,125.1824,74.25,80,97,2.26,ID,overcast clouds
507,Maningrida,-12.0667,134.2667,73.47,85,93,6.49,AU,overcast clouds
508,Ust-Tsilma,65.441,52.1498,37.17,85,31,7.49,RU,scattered clouds
509,Marzuq,14.4,46.4667,81.75,55,45,6.22,YE,scattered clouds
510,Trairi,-3.2778,-39.2689,83.44,66,10,15.95,BR,clear sky
511,Termiz,37.2242,67.2783,71.69,46,0,2.3,UZ,clear sky
512,Maurepas,48.7649,1.9292,61.88,56,0,8.05,FR,clear sky
513,Lillooet,50.6856,-121.942,66.24,33,0,1.63,CA,clear sky
514,Kars,40.602,43.095,70.25,28,75,17.27,TR,broken clouds
515,Aklavik,68.2191,-135.0107,42.01,81,88,3.89,CA,overcast clouds
516,Makakilo City,21.3469,-158.0858,79.12,66,20,12.66,US,few clouds
517,Embu,-23.6489,-46.8522,72.95,82,97,4.29,BR,overcast clouds
518,Mayumba,-3.432,10.6554,75.69,84,78,8.28,GA,broken clouds
519,Mount Isa,-20.7333,139.5,65.97,37,17,8.05,AU,few clouds
520,Kangasala,61.4638,24.076,40.32,97,8,0.47,FI,clear sky
521,Elban,50.1018,136.5094,44.17,86,93,7.96,RU,overcast clouds
522,Atar,20.5169,-13.0499,101.86,21,28,17.56,MR,scattered clouds
523,Antofagasta,-23.65,-70.4,61.84,67,3,8.32,CL,clear sky
524,Ena,35.4498,137.4128,65.26,86,100,3.31,JP,overcast clouds
525,Male,4.1748,73.5089,82.35,83,40,12.66,MV,scattered clouds
526,Ossora,59.2353,163.0719,44.56,71,77,27.85,RU,broken clouds
527,College,64.8569,-147.8028,47.21,89,75,6.91,US,broken clouds
528,Novikovo,51.1537,37.8879,52.11,71,18,4.63,RU,few clouds
529,Iquique,-20.2208,-70.1431,60.84,65,8,8.97,CL,clear sky
530,Yaan,7.3833,8.5667,76.8,87,95,1.1,NG,light rain
531,Changji,44.0167,87.3167,66.99,22,0,4.47,CN,clear sky
532,Toktogul,41.8708,72.9402,68.63,41,2,1.92,KG,clear sky
533,Edd,13.9297,41.6925,89.37,67,21,7.54,ER,few clouds
534,Richards Bay,-28.783,32.0377,60.35,84,92,5.19,ZA,overcast clouds
535,Calamar,10.2511,-74.9146,89.08,57,88,4.65,CO,overcast clouds
536,Shenzhen,22.5455,114.0683,85.98,82,98,7.45,CN,overcast clouds
537,Licheng,23.2955,113.8284,75.24,90,91,1.74,CN,overcast clouds
538,Kumluca,36.3703,30.2869,77.5,58,6,6.17,TR,clear sky
539,Nouakchott,18.0858,-15.9785,87.73,61,98,20.04,MR,overcast clouds
540,Zeerust,-25.5369,26.0751,59.13,16,0,4.59,ZA,clear sky
541,Zambezi,-13.5432,23.1047,75.76,41,67,4.34,ZM,broken clouds
542,Galveston,29.3669,-94.9669,94.08,62,75,9.22,US,broken clouds
543,Morden,49.1919,-98.1014,54.09,87,100,9.22,CA,overcast clouds
544,Varnamo,57.186,14.04,47.26,84,87,1.99,SE,overcast clouds
545,Acarau,-2.8856,-40.12,84.54,63,17,20.2,BR,few clouds
546,Puliyur,10.6333,78.8333,84.0,65,40,3.44,IN,haze
547,Muana,-1.5283,-49.2167,93.79,42,18,6.71,BR,few clouds
548,Pala,9.3642,14.9046,74.7,89,59,0.67,TD,moderate rain
549,Svetlaya,46.5389,138.3297,49.17,57,0,5.93,RU,clear sky
550,Merauke,-8.4667,140.3333,77.65,90,100,13.22,ID,overcast clouds
551,Masty,53.4122,24.5387,47.3,90,88,7.99,BY,overcast clouds
552,La Asuncion,11.0333,-63.8628,78.53,100,72,5.75,VE,broken clouds
553,Fergus Falls,46.283,-96.0776,60.06,67,100,20.71,US,overcast clouds
554,Omsukchan,62.5333,155.8,28.45,96,100,3.49,RU,overcast clouds
555,Mazatlan,23.2167,-106.4167,88.92,74,20,8.05,MX,few clouds
556,Barra Dos Coqueiros,-10.9089,-37.0386,82.42,65,0,16.11,BR,clear sky
557,Bail Hongal,15.8167,74.8667,67.14,92,100,7.83,IN,overcast clouds
558,Ararangua,-28.9347,-49.4858,66.2,70,48,7.18,BR,light rain
559,Madang,-5.2246,145.7966,74.08,88,97,4.23,PG,overcast clouds
560,Ritchie,-29.038,24.6028,54.61,25,21,5.46,ZA,few clouds
561,Snyder,32.7179,-100.9176,91.31,42,0,9.22,US,clear sky
562,Charlestown,-32.95,151.6667,61.86,95,99,5.99,AU,moderate rain
563,Jiuquan,39.7432,98.5174,57.45,17,28,3.85,CN,scattered clouds
564,Vezirkopru,41.1436,35.4547,61.29,87,100,2.8,TR,overcast clouds
565,Velingara,13.15,-14.1167,74.35,96,100,4.14,SN,light rain
566,Caravelas,-17.7125,-39.2481,79.9,70,51,13.02,BR,broken clouds
567,Witu,-2.3889,40.4382,77.16,84,13,13.09,KE,few clouds
568,De-Kastri,51.4667,140.7833,52.48,61,83,6.87,RU,moderate rain
569,Salta,-24.7859,-65.4117,69.58,51,75,11.5,AR,broken clouds
570,Belyy Yar,53.6039,91.3903,43.86,91,40,2.24,RU,scattered clouds
571,Ixtapa,20.7,-105.2,85.23,74,75,4.0,MX,broken clouds
572,Sars,56.5502,57.1366,57.27,74,98,3.78,RU,overcast clouds
573,Howard Springs,-12.497,131.047,78.71,93,84,4.05,AU,broken clouds
574,Bathsheba,13.2167,-59.5167,83.01,78,75,27.63,BB,broken clouds
575,Dryden,49.7833,-92.7503,50.29,71,75,6.91,CA,broken clouds
576,Misasi,-3.0,33.0833,78.58,49,96,7.05,TZ,overcast clouds
577,Walvis Bay,-22.9575,14.5053,63.55,67,0,5.75,NA,clear sky
578,Girvan,55.2426,-4.8555,60.8,88,91,15.64,GB,overcast clouds
579,Wladyslawowo,54.7909,18.4009,51.35,70,87,13.02,PL,overcast clouds
580,Tabou,4.423,-7.3528,77.77,82,26,8.66,CI,scattered clouds
581,Lenger,42.183,69.8839,65.64,23,0,5.73,KZ,clear sky
582,Austin,30.2672,-97.7431,96.1,43,0,6.91,US,clear sky
583,Olkhovka,53.2115,60.6069,60.48,24,9,6.2,RU,clear sky
584,Road Town,18.4167,-64.6167,87.89,79,88,11.5,VG,overcast clouds
585,Lumeje,-11.55,20.7833,78.3,44,54,2.33,AO,broken clouds
586,Belaya Gora,68.5333,146.4167,32.43,99,100,9.15,RU,light snow
587,Kaduna,10.5222,7.4383,73.94,85,83,4.52,NG,light rain
588,Bure,10.7,37.0667,55.36,93,86,4.85,ET,overcast clouds
589,Nong Ki,14.6868,102.538,73.94,90,82,4.29,TH,broken clouds
590,Soubre,5.7856,-6.6083,75.43,93,59,2.95,CI,light rain
591,Kondratovo,57.9804,56.1066,55.69,76,0,2.24,RU,clear sky
592,Mwense,-10.3845,28.698,82.58,27,56,3.13,ZM,broken clouds
593,Buston,40.2342,69.6948,71.78,35,3,6.71,TJ,clear sky
594,Ternate,0.8,127.4,80.11,79,100,3.87,ID,overcast clouds
595,Abashiri,44.0213,144.2697,44.94,87,0,7.65,JP,clear sky
596,Birao,10.2849,22.7882,77.04,82,61,3.11,CF,broken clouds
597,Jining,35.405,116.5814,60.15,62,19,8.81,CN,few clouds
598,Puerto Del Rosario,28.5004,-13.8627,76.75,78,20,12.66,ES,few clouds
599,Mayo,38.8876,-76.5119,86.67,59,0,12.66,US,clear sky
600,Bairiki,1.3292,172.9752,78.8,89,40,4.61,KI,light rain
601,Launceston,-41.45,147.1667,47.84,93,18,0.0,AU,few clouds
602,Jeremoabo,-10.075,-38.4808,91.65,27,71,8.99,BR,broken clouds
603,Tokuyama,34.05,131.8167,69.42,75,100,7.78,JP,overcast clouds
604,Xinzhi,36.4989,111.7047,64.81,70,33,4.56,CN,scattered clouds
605,Broome,42.2506,-75.833,80.71,57,0,10.36,US,clear sky
606,Sakakah,29.9697,40.2064,85.57,29,0,15.05,SA,clear sky
607,Yatou,37.15,122.3833,59.36,69,0,7.94,CN,clear sky
608,Porbandar,21.6422,69.6093,79.68,76,49,7.87,IN,scattered clouds
609,Gat,31.61,34.7642,77.68,100,0,7.7,IL,clear sky
610,Newport,51.5877,-2.9984,65.44,66,85,6.87,GB,overcast clouds
611,Bouar,5.934,15.596,66.79,95,83,3.56,CF,light rain
612,Apatou,5.155,-54.3472,93.96,42,32,3.8,GF,scattered clouds
613,Lerwick,60.1545,-1.1494,57.2,95,100,13.85,GB,light rain
614,Christchurch,-43.5333,172.6333,42.48,93,77,3.44,NZ,broken clouds
615,Sorland,67.667,12.6934,53.46,97,100,23.51,NO,overcast clouds
616,Monduli,-3.3,36.45,68.86,47,72,10.13,TZ,broken clouds
617,Scarborough,54.2797,-0.4044,62.17,69,31,3.0,GB,scattered clouds
618,Dakar,14.6937,-17.4441,86.88,75,56,13.47,SN,broken clouds
619,Hong Gai,20.956,107.0946,76.91,88,85,6.85,VN,light rain
620,Tezu,27.9167,96.1667,75.09,95,100,2.84,IN,overcast clouds
621,Adeje,28.1227,-16.726,77.56,78,20,17.27,ES,few clouds
622,Nioro,13.35,-15.75,77.97,91,100,8.7,GM,overcast clouds
623,Nelson Bay,-32.7167,152.15,63.0,92,100,24.0,AU,light rain
624,Chara,56.9064,118.2631,35.76,89,83,1.59,RU,broken clouds
625,Port Arthur,38.8,121.2667,68.22,68,7,17.9,CN,clear sky
626,Miraflores,19.2167,-98.8083,68.76,47,75,3.49,MX,broken clouds
627,Hvolsvollur,63.7533,-20.2243,52.47,92,100,2.62,IS,overcast clouds
628,Toppenish,46.3774,-120.3087,72.72,20,90,4.99,US,overcast clouds
629,Aswan,24.0934,32.907,88.41,22,0,12.5,EG,clear sky
630,Verkhoyansk,67.5447,133.385,32.23,88,100,13.91,RU,light snow
631,Baie-Comeau,49.2168,-68.1489,55.08,76,75,9.22,CA,broken clouds
632,Mukono,0.3533,32.7553,74.95,86,90,2.19,UG,overcast clouds
633,Srednekolymsk,67.45,153.6833,35.42,98,100,8.28,RU,overcast clouds
634,Preobrazheniye,42.9019,133.9064,53.28,71,0,4.52,RU,clear sky
635,Bilibino,68.0546,166.4372,34.03,86,100,12.12,RU,overcast clouds
636,Ljungby,56.8332,13.9408,48.61,63,73,3.24,SE,broken clouds
637,Nara,34.6851,135.8049,68.5,52,97,4.76,JP,overcast clouds
638,Matadi,-5.8167,13.45,83.12,58,86,6.55,CD,overcast clouds
639,Zlin,49.2267,17.6663,49.68,85,33,2.95,CZ,scattered clouds
640,Abomsa,9.9833,39.9833,74.19,45,36,5.14,ET,scattered clouds
641,Mehamn,71.0357,27.8492,46.35,93,75,20.71,NO,broken clouds
642,Ipixuna,-1.7625,-48.8043,93.06,43,8,7.54,BR,clear sky
643,Turochak,52.2576,87.1224,48.27,78,11,2.17,RU,few clouds
644,Tahta,26.7693,31.5021,84.9,30,0,12.24,EG,clear sky
645,Kargasok,59.0556,80.8572,56.5,76,77,10.51,RU,broken clouds
646,Dolgorukovo,52.3195,38.3453,53.65,87,91,7.36,RU,overcast clouds
647,Hokitika,-42.7167,170.9667,46.4,76,1,4.61,NZ,clear sky
648,Rondonopolis,-16.4708,-54.6356,100.11,25,54,2.75,BR,broken clouds
649,Saint-Pierre,-21.3393,55.4781,71.28,73,20,17.27,RE,few clouds
650,Iquitos,-3.7481,-73.2472,93.24,66,75,6.91,PE,broken clouds
651,Yeppoon,-23.1333,150.7333,65.98,90,78,9.35,AU,broken clouds
652,Temir,49.1414,57.13,67.42,14,0,7.76,KZ,clear sky
653,Malvern,34.3623,-92.813,97.2,41,0,4.21,US,clear sky
654,Anloga,5.7947,0.8973,78.13,83,76,10.18,GH,broken clouds
655,Cap Malheureux,-19.9842,57.6142,72.46,73,2,11.99,MU,clear sky
656,Zhigansk,66.7697,123.3711,30.06,95,100,17.6,RU,light snow
657,Manzhouli,49.6,117.4333,41.38,71,22,13.98,CN,few clouds
658,Yanam,16.7333,82.2167,77.77,91,100,3.87,IN,overcast clouds
659,Gamboma,-1.8764,15.8644,74.37,88,63,4.9,CG,moderate rain
660,Oussouye,12.485,-16.5469,86.09,90,98,3.15,SN,heavy intensity rain
661,Surt,31.2089,16.5887,80.31,80,19,13.98,LY,few clouds
662,Hulan,45.9833,126.6,57.31,69,34,17.2,CN,scattered clouds
663,Namibe,-15.1961,12.1522,66.09,84,26,11.03,AO,scattered clouds
664,Halifax,44.6453,-63.5724,71.49,90,75,9.22,CA,broken clouds
665,Chicama,-7.8447,-79.1469,59.54,60,96,11.23,PE,overcast clouds
666,Malinovskiy,61.1953,62.8397,51.49,74,32,11.95,RU,scattered clouds
667,Itarare,-24.1125,-49.3317,64.29,95,100,5.55,BR,moderate rain
668,Nouadhibou,20.931,-17.0347,76.98,69,73,20.71,MR,sand
669,Karasjok,69.4719,25.5112,39.38,82,100,9.28,NO,overcast clouds
670,Rovinj,45.08,13.64,59.29,53,4,13.38,HR,clear sky
671,Mumbwa,-14.9783,27.0619,81.99,21,91,2.82,ZM,overcast clouds
672,Bathurst,-33.4166,149.5806,52.97,88,100,4.0,AU,overcast clouds
673,Gamba,-2.65,10.0,75.61,84,75,7.99,GA,broken clouds
674,Devon,50.75,-3.75,60.42,82,88,4.83,GB,overcast clouds
675,Thiers,45.8333,3.5,59.32,50,2,5.08,FR,clear sky
676,Rio Branco,-9.9747,-67.81,97.41,44,40,10.36,BR,scattered clouds
677,Coahuayana,18.7333,-103.6833,81.88,76,100,3.13,MX,overcast clouds
678,Nanning,22.8167,108.3167,77.45,88,66,3.13,CN,broken clouds
679,San Carlos De Bariloche,-41.1456,-71.3082,46.15,46,40,28.77,AR,scattered clouds
680,Talaya,61.3833,152.75,26.58,95,93,2.48,RU,overcast clouds
681,Taybad,34.74,60.7756,75.18,18,0,9.08,IR,clear sky
682,Kilindoni,-7.9139,39.6668,75.76,76,73,15.66,TZ,broken clouds
683,Tessalit,20.1986,1.0114,98.56,16,16,2.64,ML,few clouds
684,Abha,18.2164,42.5053,67.82,49,20,6.91,SA,few clouds
685,Upata,8.0086,-62.3989,79.2,76,100,3.89,VE,overcast clouds
686,Enshi,30.3,109.4833,61.48,98,100,0.38,CN,overcast clouds
687,Kerman,30.2832,57.0788,71.46,16,0,4.61,IR,clear sky
688,Markivka,49.5229,39.5705,56.97,49,68,7.63,UA,broken clouds
689,Kaeo,-35.1,173.7833,46.33,95,15,4.29,NZ,few clouds
690,Zapolyarnyy,69.4154,30.8136,42.08,73,100,18.28,RU,overcast clouds
691,Ocumare Del Tuy,10.1165,-66.7761,85.1,67,100,4.07,VE,overcast clouds
692,Zhigalovo,54.8097,105.1578,31.98,95,88,3.38,RU,overcast clouds
693,Taltal,-25.4,-70.4833,61.54,60,7,5.88,CL,clear sky
694,Athabasca,54.7169,-113.2854,61.21,33,69,12.71,CA,broken clouds
